element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
155/4,38.75000000,decomposable,3/2 + 149/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
155/8,19.37500000,decomposable,3/2 + 143/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
157/4,39.25000000,decomposable,3/2 + 151/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
157/8,19.62500000,decomposable,3/2 + 145/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
157/16,9.81250000,decomposable,3/2 + 133/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
159/4,39.75000000,decomposable,3/2 + 153/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
159/8,19.87500000,decomposable,3/2 + 147/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
159/16,9.93750000,decomposable,3/2 + 135/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
161/4,40.25000000,decomposable,3/2 + 155/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
161/8,20.12500000,decomposable,3/2 + 149/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
161/16,10.06250000,decomposable,3/2 + 137/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
163/4,40.75000000,decomposable,3/2 + 157/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
163/8,20.37500000,decomposable,3/2 + 151/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
165/4,41.25000000,decomposable,3/2 + 159/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
165/8,20.62500000,decomposable,3/2 + 153/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
165/16,10.31250000,decomposable,3/2 + 141/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
167/4,41.75000000,decomposable,3/2 + 161/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
167/8,20.87500000,decomposable,3/2 + 155/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
167/16,10.43750000,decomposable,27/8 + 113/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
169/4,42.25000000,decomposable,3/2 + 163/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
169/8,21.12500000,decomposable,3/2 + 157/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
169/16,10.56250000,decomposable,3/2 + 145/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
171/4,42.75000000,decomposable,3/2 + 165/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
171/8,21.37500000,decomposable,3/2 + 159/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
171/16,10.68750000,decomposable,9/4 + 135/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
173/4,43.25000000,decomposable,3/2 + 167/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
173/8,21.62500000,decomposable,3/2 + 161/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
173/16,10.81250000,decomposable,3/2 + 149/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
175/4,43.75000000,decomposable,3/2 + 169/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
175/8,21.87500000,decomposable,3/2 + 163/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
175/16,10.93750000,decomposable,3/2 + 151/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
177/4,44.25000000,decomposable,3/2 + 171/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
177/8,22.12500000,decomposable,3/2 + 165/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
177/16,11.06250000,decomposable,3/2 + 153/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
179/4,44.75000000,decomposable,3/2 + 173/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
179/8,22.37500000,decomposable,3/2 + 167/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
181/4,45.25000000,decomposable,3/2 + 175/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
181/8,22.62500000,decomposable,3/2 + 169/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
181/16,11.31250000,decomposable,3/2 + 157/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
183/4,45.75000000,decomposable,3/2 + 177/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
183/8,22.87500000,decomposable,3/2 + 171/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
183/16,11.43750000,decomposable,3/2 + 159/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
185/4,46.25000000,decomposable,3/2 + 179/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
185/8,23.12500000,decomposable,3/2 + 173/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
185/16,11.56250000,decomposable,3/2 + 161/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
187/4,46.75000000,decomposable,3/2 + 181/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
187/8,23.37500000,decomposable,3/2 + 175/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
187/16,11.68750000,decomposable,9/4 + 151/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
189/4,47.25000000,decomposable,3/2 + 183/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
189/8,23.62500000,decomposable,3/2 + 177/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
189/16,11.81250000,decomposable,3/2 + 165/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
191/4,47.75000000,decomposable,3/2 + 185/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
191/8,23.87500000,decomposable,3/2 + 179/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
191/16,11.93750000,decomposable,3/2 + 167/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
193/4,48.25000000,decomposable,3/2 + 187/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
193/8,24.12500000,decomposable,3/2 + 181/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
193/16,12.06250000,decomposable,3/2 + 169/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
195/4,48.75000000,decomposable,3/2 + 189/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
195/8,24.37500000,decomposable,3/2 + 183/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
195/16,12.18750000,decomposable,3/2 + 171/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
197/4,49.25000000,decomposable,3/2 + 191/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
197/8,24.62500000,decomposable,3/2 + 185/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
197/16,12.31250000,decomposable,3/2 + 173/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
199/4,49.75000000,decomposable,3/2 + 193/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
199/8,24.87500000,decomposable,3/2 + 187/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
199/16,12.43750000,decomposable,3/2 + 175/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
201/4,50.25000000,decomposable,3/2 + 195/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
201/8,25.12500000,decomposable,3/2 + 189/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
201/16,12.56250000,decomposable,3/2 + 177/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
203/4,50.75000000,decomposable,3/2 + 197/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
203/8,25.37500000,decomposable,3/2 + 191/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
203/16,12.68750000,decomposable,9/4 + 167/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
205/4,51.25000000,decomposable,3/2 + 199/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
205/8,25.62500000,decomposable,3/2 + 193/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
205/16,12.81250000,decomposable,3/2 + 181/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
207/4,51.75000000,decomposable,3/2 + 201/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
207/8,25.87500000,decomposable,3/2 + 195/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
207/16,12.93750000,decomposable,3/2 + 183/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
209/4,52.25000000,decomposable,3/2 + 203/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
209/8,26.12500000,decomposable,3/2 + 197/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
209/16,13.06250000,decomposable,3/2 + 185/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
211/4,52.75000000,decomposable,3/2 + 205/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
211/8,26.37500000,decomposable,3/2 + 199/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
211/16,13.18750000,decomposable,3/2 + 187/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
213/4,53.25000000,decomposable,3/2 + 207/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
213/8,26.62500000,decomposable,3/2 + 201/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
213/16,13.31250000,decomposable,3/2 + 189/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
215/4,53.75000000,decomposable,3/2 + 209/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
215/8,26.87500000,decomposable,3/2 + 203/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
215/16,13.43750000,decomposable,3/2 + 191/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
217/8,27.12500000,decomposable,3/2 + 205/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
217/16,13.56250000,decomposable,3/2 + 193/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
219/4,54.75000000,decomposable,3/2 + 213/4,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
219/8,27.37500000,decomposable,3/2 + 207/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
219/16,13.68750000,decomposable,3/2 + 195/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
221/8,27.62500000,decomposable,3/2 + 209/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
221/16,13.81250000,decomposable,3/2 + 197/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
223/8,27.87500000,decomposable,3/2 + 211/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
223/16,13.93750000,decomposable,3/2 + 199/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
225/8,28.12500000,decomposable,3/2 + 213/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
225/16,14.06250000,decomposable,3/2 + 201/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
227/8,28.37500000,decomposable,3/2 + 215/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
227/16,14.18750000,decomposable,3/2 + 203/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
229/8,28.62500000,decomposable,3/2 + 217/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
229/16,14.31250000,decomposable,3/2 + 205/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
231/8,28.87500000,decomposable,3/2 + 219/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
231/16,14.43750000,decomposable,3/2 + 207/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
233/8,29.12500000,decomposable,3/2 + 221/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
233/16,14.56250000,decomposable,3/2 + 209/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
235/8,29.37500000,decomposable,3/2 + 223/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
235/16,14.68750000,decomposable,3/2 + 211/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
237/8,29.62500000,decomposable,3/2 + 225/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
237/16,14.81250000,decomposable,3/2 + 213/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
239/8,29.87500000,decomposable,3/2 + 227/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
239/16,14.93750000,decomposable,3/2 + 215/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
241/8,30.12500000,decomposable,3/2 + 229/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
241/16,15.06250000,decomposable,3/2 + 217/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
243/8,30.37500000,decomposable,3/2 + 231/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
243/16,15.18750000,decomposable,3/2 + 219/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
243/32,7.59375000,candidate_atom,,yes,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
245/8,30.62500000,decomposable,3/2 + 233/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
245/16,15.31250000,decomposable,3/2 + 221/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
247/8,30.87500000,decomposable,3/2 + 235/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
247/16,15.43750000,decomposable,3/2 + 223/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
249/8,31.12500000,decomposable,3/2 + 237/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
249/16,15.56250000,decomposable,3/2 + 225/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
251/8,31.37500000,decomposable,3/2 + 239/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
251/16,15.68750000,decomposable,3/2 + 227/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
253/8,31.62500000,decomposable,3/2 + 241/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
253/16,15.81250000,decomposable,3/2 + 229/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
255/8,31.87500000,decomposable,3/2 + 243/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
255/16,15.93750000,decomposable,3/2 + 231/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
257/8,32.12500000,decomposable,3/2 + 245/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
257/16,16.06250000,decomposable,3/2 + 233/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
259/8,32.37500000,decomposable,3/2 + 247/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
259/16,16.18750000,decomposable,3/2 + 235/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
261/8,32.62500000,decomposable,3/2 + 249/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
261/16,16.31250000,decomposable,3/2 + 237/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
263/8,32.87500000,decomposable,3/2 + 251/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
263/16,16.43750000,decomposable,3/2 + 239/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
265/8,33.12500000,decomposable,3/2 + 253/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
265/16,16.56250000,decomposable,3/2 + 241/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
267/8,33.37500000,decomposable,3/2 + 255/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
267/16,16.68750000,decomposable,3/2 + 243/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
269/8,33.62500000,decomposable,3/2 + 257/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
269/16,16.81250000,decomposable,3/2 + 245/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
271/8,33.87500000,decomposable,3/2 + 259/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
271/16,16.93750000,decomposable,3/2 + 247/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
273/8,34.12500000,decomposable,3/2 + 261/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
273/16,17.06250000,decomposable,3/2 + 249/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
275/8,34.37500000,decomposable,3/2 + 263/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
275/16,17.18750000,decomposable,3/2 + 251/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
275/32,8.59375000,decomposable,243/32 + 1,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
277/8,34.62500000,decomposable,3/2 + 265/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
277/16,17.31250000,decomposable,3/2 + 253/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
279/8,34.87500000,decomposable,3/2 + 267/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
279/16,17.43750000,decomposable,3/2 + 255/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
281/8,35.12500000,decomposable,3/2 + 269/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
281/16,17.56250000,decomposable,3/2 + 257/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
283/8,35.37500000,decomposable,3/2 + 271/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
283/16,17.68750000,decomposable,3/2 + 259/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
285/8,35.62500000,decomposable,3/2 + 273/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
285/16,17.81250000,decomposable,3/2 + 261/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
287/8,35.87500000,decomposable,3/2 + 275/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
287/16,17.93750000,decomposable,3/2 + 263/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
289/8,36.12500000,decomposable,3/2 + 277/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
289/16,18.06250000,decomposable,3/2 + 265/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
291/8,36.37500000,decomposable,3/2 + 279/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
291/16,18.18750000,decomposable,3/2 + 267/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
291/32,9.09375000,decomposable,3/2 + 243/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
293/8,36.62500000,decomposable,3/2 + 281/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
293/16,18.31250000,decomposable,3/2 + 269/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
295/8,36.87500000,decomposable,3/2 + 283/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
295/16,18.43750000,decomposable,3/2 + 271/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
297/8,37.12500000,decomposable,3/2 + 285/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
297/16,18.56250000,decomposable,3/2 + 273/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
299/8,37.37500000,decomposable,3/2 + 287/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
299/16,18.68750000,decomposable,3/2 + 275/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
301/8,37.62500000,decomposable,3/2 + 289/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
301/16,18.81250000,decomposable,3/2 + 277/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
303/8,37.87500000,decomposable,3/2 + 291/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
303/16,18.93750000,decomposable,3/2 + 279/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
305/8,38.12500000,decomposable,3/2 + 293/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
305/16,19.06250000,decomposable,3/2 + 281/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
307/8,38.37500000,decomposable,3/2 + 295/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
307/16,19.18750000,decomposable,3/2 + 283/16,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
307/32,9.59375000,decomposable,243/32 + 2,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
309/8,38.62500000,decomposable,3/2 + 297/8,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
