class_id,representative,class_size,elements,units_used,theoretical_case,notes
585,1837/1296,2,1837/1296; 1837/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
586,1843/1296,2,1843/1296; 1843/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
587,1849/1296,2,1849/1296; 1849/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
588,1855/1296,2,1855/1296; 1855/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
589,1873/864,1,1873/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
590,1877/864,1,1877/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
591,1885/864,1,1885/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
592,1897/864,1,1897/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
593,1901/864,1,1901/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
594,1909/864,1,1909/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
595,1921/864,1,1921/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
596,1925/864,1,1925/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
597,1933/864,1,1933/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
598,1945/648,6,1945/648; 1945/864; 1945/972; 1945/1296; 1945/3888; 1945/7776,1/2; 1/6; 1/12; 2; 3/2; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
599,1949/864,1,1949/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
600,1949/864,2,1949/864; 1949/1944,9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
601,1951/648,5,1951/648; 1951/972; 1951/1296; 1951/3888; 1951/7776,1/2; 1/6; 1/12; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
602,1955/1944,1,1955/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
603,1957/864,1,1957/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
604,1957/864,3,1957/864; 1957/1296; 1957/7776,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
605,1963/648,4,1963/648; 1963/1296; 1963/3888; 1963/7776,1/2; 1/6; 1/12; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
606,1967/1944,1,1967/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
607,1969/648,2,1969/648; 1969/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
608,1973/1944,1,1973/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
609,1981/648,5,1981/648; 1981/972; 1981/1296; 1981/3888; 1981/7776,1/2; 1/6; 1/12; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
610,1987/648,5,1987/648; 1987/972; 1987/1296; 1987/3888; 1987/7776,1/2; 1/6; 1/12; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
611,1993/1296,2,1993/1296; 1993/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
612,1999/648,5,1999/648; 1999/972; 1999/1296; 1999/3888; 1999/7776,1/2; 1/6; 1/12; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
613,2003/1944,1,2003/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
614,2005/648,2,2005/648; 2005/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
615,2005/648,3,2005/648; 2005/972; 2005/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
616,2009/1944,1,2009/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
617,2017/864,1,2017/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
618,2017/864,3,2017/864; 2017/1296; 2017/7776,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
619,2021/864,1,2021/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
620,2021/864,2,2021/864; 2021/1944,9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
621,2023/1296,2,2023/1296; 2023/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
622,2027/1944,1,2027/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
623,2029/864,1,2029/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
624,2029/864,3,2029/864; 2029/1296; 2029/7776,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
625,2035/972,1,2035/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
626,2035/972,3,2035/972; 2035/1296; 2035/7776,4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
627,2041/864,1,2041/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
628,2041/972,1,2041/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
629,2045/864,1,2045/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
630,2053/648,5,2053/648; 2053/864; 2053/1296; 2053/3888; 2053/7776,1/2; 1/6; 1/12; 2; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
631,2057/1944,1,2057/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
632,2059/648,4,2059/648; 2059/1296; 2059/3888; 2059/7776,1/2; 1/6; 1/12; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
633,2063/1944,1,2063/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
634,2065/864,1,2065/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
635,2065/864,3,2065/864; 2065/1296; 2065/7776,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
636,2069/864,1,2069/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
637,2071/648,4,2071/648; 2071/1296; 2071/3888; 2071/7776,1/2; 1/6; 1/12; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
638,2075/1944,1,2075/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
639,2077/648,2,2077/648; 2077/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
640,2077/648,3,2077/648; 2077/864; 2077/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
641,2081/1944,1,2081/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
642,2089/648,2,2089/648; 2089/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
643,2089/648,3,2089/648; 2089/864; 2089/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
644,2093/864,1,2093/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
645,2095/648,2,2095/648; 2095/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
646,2101/864,1,2101/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
647,2107/648,2,2107/648; 2107/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
648,2107/648,3,2107/648; 2107/972; 2107/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
649,2111/1944,1,2111/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
650,2113/648,2,2113/648; 2113/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
651,2113/648,3,2113/648; 2113/972; 2113/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
652,2117/1944,1,2117/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
653,2129/1944,1,2129/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
654,2135/1944,1,2135/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
655,2143/972,1,2143/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
656,2149/972,1,2149/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
657,2161/648,2,2161/648; 2161/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
658,2161/648,3,2161/648; 2161/864; 2161/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
659,2161/648,3,2161/648; 2161/972; 2161/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
660,2165/864,1,2165/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
661,2167/648,2,2167/648; 2167/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
662,2167/648,3,2167/648; 2167/972; 2167/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
663,2173/864,1,2173/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
664,2179/648,2,2179/648; 2179/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
665,2185/648,2,2185/648; 2185/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
666,2185/648,3,2185/648; 2185/864; 2185/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
667,2189/864,1,2189/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
668,2197/648,2,2197/648; 2197/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
669,2197/648,3,2197/648; 2197/864; 2197/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
670,2197/648,3,2197/648; 2197/972; 2197/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
671,2203/648,2,2203/648; 2203/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
672,2203/648,3,2203/648; 2203/972; 2203/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
673,2209/864,1,2209/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
674,2213/864,1,2213/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
675,2215/648,2,2215/648; 2215/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
676,2221/648,2,2221/648; 2221/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
677,2221/648,3,2221/648; 2221/864; 2221/3888,1/6; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
678,2233/864,1,2233/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
679,2237/864,1,2237/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
680,2245/864,1,2245/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
681,2269/648,2,2269/648; 2269/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
682,2269/648,3,2269/648; 2269/972; 2269/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
683,2273/1944,1,2273/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
684,2275/648,2,2275/648; 2275/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
685,2275/648,3,2275/648; 2275/972; 2275/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
686,2279/1944,1,2279/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
687,2287/648,2,2287/648; 2287/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
688,2291/1944,1,2291/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
689,2293/648,2,2293/648; 2293/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
690,2297/1944,1,2297/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
691,2305/648,2,2305/648; 2305/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
692,2305/648,3,2305/648; 2305/972; 2305/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
693,2311/648,2,2311/648; 2311/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
694,2311/648,3,2311/648; 2311/972; 2311/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
695,2323/648,2,2323/648; 2323/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
696,2323/648,3,2323/648; 2323/972; 2323/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
697,2327/1944,1,2327/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
698,2329/648,2,2329/648; 2329/3888,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
699,2329/648,3,2329/648; 2329/972; 2329/3888,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
700,2333/1944,1,2333/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
701,2345/1944,1,2345/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
702,2351/1944,1,2351/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
703,2359/972,1,2359/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
704,2365/972,1,2365/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
705,2381/1944,1,2381/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
706,2387/1944,1,2387/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
707,2399/1944,1,2399/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
708,2405/1944,1,2405/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
709,2431/972,1,2431/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
710,2435/1944,1,2435/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
711,2437/972,1,2437/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
712,2441/1944,1,2441/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
713,2453/1944,1,2453/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
714,2459/1944,1,2459/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
715,2467/972,1,2467/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
716,2473/972,1,2473/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
717,2485/972,1,2485/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
718,2491/972,1,2491/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
719,2521/972,1,2521/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
720,2527/972,1,2527/972,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
721,2593/864,4,2593/864; 2593/1296; 2593/2592; 2593/7776,1/3; 3; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
722,2597/864,3,2597/864; 2597/1944; 2597/2592,1/3; 3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
723,2599/1296,3,2599/1296; 2599/2592; 2599/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
724,2603/1944,1,2603/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
725,2605/864,4,2605/864; 2605/1296; 2605/2592; 2605/7776,1/3; 3; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
726,2609/2592,1,2609/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
727,2611/1296,3,2611/1296; 2611/2592; 2611/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
728,2615/1944,1,2615/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
729,2617/864,2,2617/864; 2617/2592,1/3; 3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
730,2621/864,3,2621/864; 2621/1944; 2621/2592,1/3; 3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
731,2623/2592,1,2623/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
732,2629/864,4,2629/864; 2629/1296; 2629/2592; 2629/7776,1/3; 3; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
733,2633/2592,1,2633/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
734,2635/1296,3,2635/1296; 2635/2592; 2635/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
735,2641/864,1,2641/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
736,2641/864,3,2641/864; 2641/1296; 2641/7776,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
737,2645/864,1,2645/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
738,2647/1296,2,2647/1296; 2647/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
739,2651/1944,1,2651/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
740,2653/864,1,2653/864,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
741,2657/1944,1,2657/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
742,2665/864,4,2665/864; 2665/1296; 2665/2592; 2665/7776,1/3; 3; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
743,2669/864,3,2669/864; 2669/1944; 2669/2592,1/3; 3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
744,2671/1296,3,2671/1296; 2671/2592; 2671/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
745,2675/1944,1,2675/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
746,2677/864,4,2677/864; 2677/1296; 2677/2592; 2677/7776,1/3; 3; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
747,2681/2592,1,2681/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
748,2683/1296,3,2683/1296; 2683/2592; 2683/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
749,2689/2592,1,2689/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
750,2693/2592,1,2693/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
751,2695/2592,1,2695/2592,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
752,2701/1296,3,2701/1296; 2701/2592; 2701/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
753,2705/1944,1,2705/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
754,2705/1944,2,2705/1944; 2705/2592,4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
755,2707/1296,3,2707/1296; 2707/2592; 2707/7776,1/2; 1/6; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
756,2711/1944,1,2711/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
757,2713/1296,2,2713/1296; 2713/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
758,2719/1296,2,2719/1296; 2719/7776,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
759,2723/1944,1,2723/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
760,2729/1944,1,2729/1944,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
761,2737/864,2,2737/864; 2737/2592,1/3; 3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
